dataset,dataset_code,paper_id,cell_key,matched,same_paper_ai_records_present,reference_source_format,reference_rows_in_cell,reference_cells_in_paper,reference_rows_in_paper,distinct_outcome_canonical_in_paper,distinct_crop_in_paper,distinct_treatment_level_in_paper,distinct_co_amendment_in_paper,distinct_co_amendment_level_in_paper,distinct_timepoint_in_paper,distinct_aggregation_level_in_paper
Boldorini et al. 2024,Boldorini,b01_ali_2018,b01_ali_2018 | crop_yield_under_predator | wheat | exclusion | none | 0 | pooled | kg/ha,0,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b02_bisseleua_2017,b02_bisseleua_2017 | crop_yield_under_predator | cacao | exclusion | none | 0 | pooled | kg/ha/yr,0,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b03_borkhataria_2012,b03_borkhataria_2012 | crop_yield_under_predator | rice | exclusion | none | 0 | season1 | g,0,1,nonfigure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b04_classen_2014,b04_classen_2014 | crop_yield_under_predator | coffee | vertebrates | none | 0 | pooled | fruits/branch,0,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b05_garfinkel_2015,b05_garfinkel_2015 | crop_yield_under_predator | kale | exclusion | none | 0 | pooled | leaves,0,1,nonfigure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b06_garfinkel_2020,b06_garfinkel_2020 | crop_yield_under_predator | corn | exclusion | none | 0 | pooled | g,1,1,nonfigure,1,2,2,1,2,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b06_garfinkel_2020,b06_garfinkel_2020 | crop_yield_under_predator | soybean | exclusion | none | 0 | pooled | g,1,1,nonfigure,1,2,2,1,2,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b07_gras_2016,b07_gras_2016 | crop_yield_under_predator | cacao | exclusion | none | 0 | pooled | fruits/ha/yr,0,1,figure,1,2,2,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b07_gras_2016,b07_gras_2016 | crop_yield_under_predator | cacao | exclusion | none | 0 | pooled | kg/ha/yr,1,1,figure,1,2,2,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b08_hooks_2003,b08_hooks_2003 | crop_yield_under_predator | broccoli | birds_exclusion | none | 0 | pooled | g,0,1,nonfigure,1,4,4,1,1,2,1,1,1,1
Boldorini et al. 2024,Boldorini,b08_hooks_2003,b08_hooks_2003 | crop_yield_under_predator | broccoli | birds_exclusion | none | 0 | pooled | kg,0,1,nonfigure,1,4,4,1,1,2,1,1,1,1
Boldorini et al. 2024,Boldorini,b08_hooks_2003,b08_hooks_2003 | crop_yield_under_predator | broccoli | spiders_exclusion | none | 0 | pooled | g,0,1,nonfigure,1,4,4,1,1,2,1,1,1,1
Boldorini et al. 2024,Boldorini,b08_hooks_2003,b08_hooks_2003 | crop_yield_under_predator | broccoli | spiders_exclusion | none | 0 | pooled | kg,0,1,nonfigure,1,4,4,1,1,2,1,1,1,1
Boldorini et al. 2024,Boldorini,b09_ismoilov_2020,b09_ismoilov_2020 | crop_yield_under_predator | tomato | invertebrates | none | 0 | pooled | kg/plant,1,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | beetles | none | 0 | pooled | %,0,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | beetles | none | 0 | pooled | g,1,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | beetles | none | 0 | pooled | plants,0,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | invertebrates | none | 0 | pooled | %,0,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | invertebrates | none | 0 | pooled | g,1,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | invertebrates | none | 0 | pooled | plants,0,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | spiders | none | 0 | pooled | %,0,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | spiders | none | 0 | pooled | g,1,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b10_lang_2003,b10_lang_2003 | crop_yield_under_predator | wheat | spiders | none | 0 | pooled | plants,0,1,nonfigure,1,9,9,1,1,3,1,1,1,1
Boldorini et al. 2024,Boldorini,b11_libran-embid_2017,b11_libran-embid_2017 | crop_yield_under_predator | coffee | vertebrates | none | 0 | pooled | proportion,0,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b13_maas_2013,b13_maas_2013 | crop_yield_under_predator | cacao | birds | none | 0 | pooled | log(kg/ha/yr),0,1,figure,1,2,2,1,1,2,1,1,1,1
Boldorini et al. 2024,Boldorini,b13_maas_2013,b13_maas_2013 | crop_yield_under_predator | cacao | vertebrates | none | 0 | pooled | log(kg/ha/yr),0,1,figure,1,2,2,1,1,2,1,1,1,1
Boldorini et al. 2024,Boldorini,b14_martin_2013,b14_martin_2013 | crop_yield_under_predator | cabbage | birds | none | 0 | pooled | g,0,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b15_mols_2002,b15_mols_2002 | crop_yield_under_predator | apple | birds | none | 0 | pooled | kg,0,1,nonfigure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b16_saunders_2016,b16_saunders_2016 | crop_yield_under_predator | apple | vertebrates | none | 0 | pooled | %,1,1,nonfigure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | cucumber | beetles | none | 0 | y1997 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | cucumber | beetles | none | 0 | y1998 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | cucumber | invertebrates | none | 0 | y1997 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | cucumber | invertebrates | none | 0 | y1998 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | cucumber | spiders | none | 0 | y1997 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | cucumber | spiders | none | 0 | y1998 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | squash | beetles | none | 0 | y1997 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | squash | beetles | none | 0 | y1998 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | squash | invertebrates | none | 0 | y1997 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | squash | invertebrates | none | 0 | y1998 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | squash | spiders | none | 0 | y1997 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b17_snyder_2001,b17_snyder_2001 | crop_yield_under_predator | squash | spiders | none | 0 | y1998 | kg,0,1,figure,1,12,12,1,2,3,1,1,2,1
Boldorini et al. 2024,Boldorini,b18_suenaga_2015,b18_suenaga_2015 | crop_yield_under_predator | cabbage | spiders_addition | none | 0 | season_autumn | g,0,1,figure,1,4,4,1,1,2,1,1,2,1
Boldorini et al. 2024,Boldorini,b18_suenaga_2015,b18_suenaga_2015 | crop_yield_under_predator | cabbage | spiders_addition | none | 0 | season_spring | g,0,1,figure,1,4,4,1,1,2,1,1,2,1
Boldorini et al. 2024,Boldorini,b18_suenaga_2015,b18_suenaga_2015 | crop_yield_under_predator | cabbage | spiders_exclusion | none | 0 | season_autumn | g,0,1,figure,1,4,4,1,1,2,1,1,2,1
Boldorini et al. 2024,Boldorini,b18_suenaga_2015,b18_suenaga_2015 | crop_yield_under_predator | cabbage | spiders_exclusion | none | 0 | season_spring | g,0,1,figure,1,4,4,1,1,2,1,1,2,1
Boldorini et al. 2024,Boldorini,b19_vichitbandha_2002,b19_vichitbandha_2002 | crop_yield_under_predator | soybean | invertebrates_exclusion | none | 0 | pooled | kg/plot,1,1,figure,1,1,1,1,1,1,1,1,1,1
Boldorini et al. 2024,Boldorini,liere_2015,liere_2015 | crop_yield_under_predator | soybean | beetles | none | 0 | pooled | count,0,0,nonfigure,1,1,1,1,1,1,1,1,1,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 25 | poultry_manure | 0 | y2015,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 25 | poultry_manure | 0 | y2016,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 25 | poultry_manure | 2.5 | y2015,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 25 | poultry_manure | 2.5 | y2016,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 25 | poultry_manure | 5 | y2015,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 25 | poultry_manure | 5 | y2016,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 50 | poultry_manure | 0 | y2015,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 50 | poultry_manure | 0 | y2016,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 50 | poultry_manure | 2.5 | y2015,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 50 | poultry_manure | 2.5 | y2016,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 50 | poultry_manure | 5 | y2015,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,adekiya_2019,adekiya_2019 | crop_yield | radish | 50 | poultry_manure | 5 | y2016,1,1,nonfigure,1,12,12,1,1,2,1,3,2,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | farmyard_manure | 100 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | farmyard_manure | 50 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | farmyard_manure | 75 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | none | 0 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | poultry_manure | 100 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | poultry_manure | 50 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | maize | 10 | poultry_manure | 75 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | farmyard_manure | 100 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | farmyard_manure | 50 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | farmyard_manure | 75 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | none | 0 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | poultry_manure | 100 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | poultry_manure | 50 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,arif_2017,arif_2017 | crop_yield | wheat | 10 | poultry_manure | 75 | pooled,1,1,figure,1,14,14,1,2,1,3,4,1,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | nitrogen | 50 | hk1_apo,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | nitrogen | 50 | hk1_vieng,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | nitrogen | 50 | lo1_apo,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | nitrogen | 50 | lo1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | none | 0 | hk1_apo,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | none | 0 | hk1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | none | 0 | lo1_apo,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 16 | none | 0 | lo1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | nitrogen | 50 | exp1_unresolved,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | nitrogen | 50 | hk1_apo,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | nitrogen | 50 | hk1_vieng,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | nitrogen | 50 | lo1_apo,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | nitrogen | 50 | lo1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | none | 0 | hk1_vieng,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | none | 0 | lo1_apo,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 4 | none | 0 | lo1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | nitrogen | 50 | hk1_apo,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | nitrogen | 50 | hk1_vieng,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | nitrogen | 50 | hk4,0,1,figure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | nitrogen | 50 | lo1_apo,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | nitrogen | 50 | lo1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | nitrogen_phosphorus | 50 | hk4,0,1,figure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | none | 0 | hk1_apo,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | none | 0 | hk1_vieng,1,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | none | 0 | lo1_apo,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | none | 0 | lo1_vieng,0,1,nonfigure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,asai_2009,asai_2009 | crop_yield | rice | 8 | phosphorus | 50 | hk4,0,1,figure,1,27,27,1,1,3,4,2,6,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 10 | none | 0 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 10 | none | 0 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 10 | npk | 23 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 10 | npk | 23 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 5 | none | 0 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 5 | none | 0 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 5 | npk | 23 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | mash_bean | 5 | npk | 23 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 10 | none | 0 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 10 | none | 0 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 10 | npk | 23 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 10 | npk | 23 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 5 | none | 0 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 5 | none | 0 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 5 | npk | 23 | y2013,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,azeem_2019,azeem_2019 | crop_yield | wheat | 5 | npk | 23 | y2014,1,1,nonfigure,1,16,16,1,2,2,2,2,2,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | lettuce | 10 | nitrogen | 200 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | lettuce | 10 | none | 0 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | lettuce | 20 | nitrogen | 200 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | lettuce | 20 | none | 0 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | lettuce | 5 | nitrogen | 200 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | lettuce | 5 | none | 0 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | maize | 10 | nitrogen | 100 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | maize | 10 | none | 0 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | maize | 20 | nitrogen | 100 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | maize | 20 | none | 0 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | maize | 5 | nitrogen | 100 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,deenik_2010,deenik_2010 | crop_yield | maize | 5 | none | 0 | season1,0,1,figure,1,12,12,1,2,3,2,3,1,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 20 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 20 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 30 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 30 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 40 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 40 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 60 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | rice | 60 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 20 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 20 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 30 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 30 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 40 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 40 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 60 | nitrogen | 250 | y2015,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,dong_2019,dong_2019 | crop_yield | wheat | 60 | nitrogen | 250 | y2016,1,1,nonfigure,1,16,16,1,2,4,1,1,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.035 | phosphorus | 0 | y2010,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.035 | phosphorus | 0 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.035 | phosphorus | 17.6 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.035 | phosphorus | 8.8 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.175 | phosphorus | 0 | y2010,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.175 | phosphorus | 17.6 | y2010,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.175 | phosphorus | 17.6 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
Li X et al. 2024,Biochar,farrell_2014,farrell_2014 | crop_yield | wheat | 0.175 | phosphorus | 8.8 | y2011,0,1,figure,1,14,14,1,1,3,1,3,2,1
