dataset,dataset_code,paper_id,cell_key,matched,same_paper_ai_records_present,reference_source_format,reference_rows_in_cell,reference_cells_in_paper,reference_rows_in_paper,distinct_outcome_canonical_in_paper,distinct_crop_in_paper,distinct_treatment_level_in_paper,distinct_co_amendment_in_paper,distinct_co_amendment_level_in_paper,distinct_timepoint_in_paper,distinct_aggregation_level_in_paper
Loladze 2014,Loladze,azam_2013,azam_2013 | mg | edible | grabe,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | mg | edible | mino,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | mg | edible | t_1_111,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | mn | edible | grabe,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | mn | edible | mino,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | mn | edible | t_1_111,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | n | edible | grabe,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | n | edible | t_1_111,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | ni | edible | grabe,0,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | ni | edible | mino,0,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | ni | edible | t_1_111,0,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | pb | edible | grabe,0,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | pb | edible | mino,0,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | pb | edible | t_1_111,0,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | s | edible | grabe,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | s | edible | t_1_111,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | zn | edible | grabe,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | zn | edible | mino,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,azam_2013,azam_2013 | zn | edible | t_1_111,1,1,nonfigure,1,38,38,1,1,14,1,3,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | ca | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | k | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | mg | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | n | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | p | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | s | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,barnes_1992,barnes_1992 | zn | foliar | cherry_belle,0,1,nonfigure,1,7,7,1,1,7,1,1,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | c | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | c | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | ca | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | ca | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | cu | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | cu | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | fe | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | fe | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | k | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | k | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | mg | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | mg | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | mn | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | mn | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | n | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | n | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | p | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | p | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | zn | foliar | brm__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baslam_2012,baslam_2012 | zn | foliar | mv__inner_nm,0,1,nonfigure,1,20,20,1,1,10,1,2,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | ca | foliar | agrostis_capillaris,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | ca | foliar | festuca_vivipara,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | ca | foliar | poa_alpina,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | k | foliar | agrostis_capillaris,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | k | foliar | festuca_vivipara,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | k | foliar | poa_alpina,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | mg | foliar | agrostis_capillaris,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | mg | foliar | festuca_vivipara,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | mg | foliar | poa_alpina,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | n | foliar | agrostis_capillaris,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | n | foliar | festuca_vivipara,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | n | foliar | poa_alpina,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | p | foliar | agrostis_capillaris,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | p | foliar | festuca_vivipara,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,baxter_1994,baxter_1994 | p | foliar | poa_alpina,0,1,nonfigure,1,15,15,1,1,5,1,3,1,1
Loladze 2014,Loladze,blank_2011,blank_2011 | ca | above_ground | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,blank_2011,blank_2011 | k | above_ground | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,blank_2011,blank_2011 | mg | above_ground | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,blank_2011,blank_2011 | mn | above_ground | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,blank_2011,blank_2011 | n | above_ground | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,blank_2011,blank_2011 | p | above_ground | ,0,1,nonfigure,1,6,6,1,1,6,1,0,1,1
Loladze 2014,Loladze,campbell_2002,campbell_2002 | p | foliar | highp,0,1,nonfigure,1,2,2,1,1,1,1,2,1,1
Loladze 2014,Loladze,campbell_2002,campbell_2002 | p | foliar | lowp,0,1,nonfigure,1,2,2,1,1,1,1,2,1,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | ca | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | ca | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | ca | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | ca | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | fe | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | fe | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | fe | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | fe | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | k | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | k | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | k | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | k | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mg | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mg | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mg | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mg | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mn | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mn | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mn | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | mn | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | n | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | n | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | n | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | n | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | p | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | p | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | p | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | p | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | zn | above_ground | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | zn | above_ground | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | zn | edible | bintje__nf,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fangmeier_2002,fangmeier_2002 | zn | edible | bintje__o3,0,1,nonfigure,1,32,32,1,1,8,2,2,2,1
Loladze 2014,Loladze,fernando_2012a,fernando_2012a | cu | grain | yitpi,1,1,nonfigure,1,6,6,1,1,6,1,1,1,1
Loladze 2014,Loladze,fernando_2012a,fernando_2012a | k | grain | yitpi,1,1,nonfigure,1,6,6,1,1,6,1,1,1,1
Loladze 2014,Loladze,fernando_2012a,fernando_2012a | mg | grain | yitpi,1,1,nonfigure,1,6,6,1,1,6,1,1,1,1
Loladze 2014,Loladze,fernando_2012a,fernando_2012a | mn | grain | yitpi,1,1,nonfigure,1,6,6,1,1,6,1,1,1,1
Loladze 2014,Loladze,fernando_2012a,fernando_2012a | na | grain | yitpi,1,1,nonfigure,1,6,6,1,1,6,1,1,1,1
Loladze 2014,Loladze,fernando_2012a,fernando_2012a | p | grain | yitpi,1,1,nonfigure,1,6,6,1,1,6,1,1,1,1
Loladze 2014,Loladze,finzi_2001,finzi_2001 | c | foliar | acer_rubrum,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | c | foliar | cercis_canadensis,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | c | foliar | cornus_florida,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | c | foliar | liquidambar_styraciflua,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | c | foliar | pinus_taeda,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | n | foliar | acer_rubrum,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | n | foliar | cercis_canadensis,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | n | foliar | cornus_florida,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | n | foliar | liquidambar_styraciflua,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | n | foliar | pinus_taeda,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | p | foliar | acer_rubrum,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | p | foliar | cercis_canadensis,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | p | foliar | cornus_florida,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | p | foliar | liquidambar_styraciflua,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,finzi_2001,finzi_2001 | p | foliar | pinus_taeda,1,1,nonfigure,1,15,15,1,1,3,1,5,2,2
Loladze 2014,Loladze,guo_2011,guo_2011 | cd | above_ground | wu_xiang_jing__cd_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cd | above_ground | yangmai__cd_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cd | grain | wu_xiang_jing__cd_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cd | grain | yangmai__cd_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cu | above_ground | wu_xiang_jing__cu_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cu | above_ground | yangmai__cu_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cu | grain | wu_xiang_jing__cu_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,guo_2011,guo_2011 | cu | grain | yangmai__cu_0,0,1,nonfigure,2,8,16,1,1,2,2,4,3,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | b | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | b | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | ca | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | ca | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | cu | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | cu | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | fe | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | fe | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | k | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | k | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | mg | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | mg | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | mn | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | mn | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | n | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | n | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | p | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | p | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | s | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | s | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | zn | foliar | regal__ncr,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,heagle_1993,heagle_1993 | zn | foliar | regal__ncs,0,1,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | mn | foliar | ambrosia_dumosa,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | mn | foliar | lycium_pallidum,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | n | foliar | ambrosia_dumosa,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | n | foliar | lycium_pallidum,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | p | foliar | ambrosia_dumosa,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | p | foliar | lycium_pallidum,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | zn | foliar | ambrosia_dumosa,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,housman_2012,housman_2012 | zn | foliar | lycium_pallidum,1,1,nonfigure,1,8,8,1,1,4,1,2,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | b | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | c | foliar | deltapine_77,0,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | ca | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | cu | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | fe | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | k | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | mg | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | mn | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | mo | foliar | deltapine_77,0,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | n | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | p | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | si | foliar | deltapine_77,0,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,huluka_1994,huluka_1994 | zn | foliar | deltapine_77,1,1,nonfigure,1,13,13,1,1,13,1,1,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | b | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | b | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | ca | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | ca | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | cu | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | cu | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | fe | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | fe | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | k | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | k | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | mg | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | mg | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | mn | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | mn | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | n | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | n | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | p | foliar | quercus_geminata,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
Loladze 2014,Loladze,johnson_2003,johnson_2003 | p | foliar | quercus_myrtifolia,0,0,nonfigure,1,22,22,1,1,11,1,2,1,1
